Human Ensembl,Mouse Ensembl,Mouse Gene,Mouse Uniprot,Human Gene,Human Uniprot
ENSG00000177963,ENSMUSG00000025485,Ric8a,Q3TIR3,RIC8A,Q9NPQ8
ENSG00000177971,ENSMUSG00000032288,Imp3,Q921Y2,IMP3,Q9NV31
ENSG00000177989,ENSMUSG00000047394,Cimap1b,Q5M8M2,CIMAP1B,A8MYP8
ENSG00000177990,ENSMUSG00000085576,Dpy19l2,P0CW70,DPY19L2,Q6NUT2
ENSG00000177994,ENSMUSG00000040919,4930505A04Rik,Q5SPV6,C2orf73,Q8N5S3
ENSG00000178026,ENSMUSG00000046807,Lrrc75b,Q7TPD7,LRRC75B,Q2VPJ9
ENSG00000178028,ENSMUSG00000009640,Dmap1,Q9JI44,DMAP1,Q9NPF5
ENSG00000178031,ENSMUSG00000066113,Adamtsl1,Q8BLI0,ADAMTSL1,Q8N6G6
ENSG00000178033,ENSMUSG00000049872,Calhm5,Q8R100,CALHM5,Q8N5C1
ENSG00000178035,ENSMUSG00000062867,Impdh2,P24547,IMPDH2,P12268
ENSG00000178053,ENSMUSG00000048416,Mlf1,Q9QWV4,MLF1,P58340
ENSG00000178057,ENSMUSG00000070283,Ndufaf3,Q9JKL4,NDUFAF3,Q9BU61
ENSG00000178074,ENSMUSG00000038323,1700066M21Rik,Q9D9H8,C2orf69,Q8N8R5
ENSG00000178075,ENSMUSG00000036292,Gramd1c,Q8CI52,GRAMD1C,Q8IYS0
ENSG00000178078,ENSMUSG00000038781,Stap2,Q8R0L1,STAP2,Q9UGK3
ENSG00000178093,ENSMUSG00000047654,Tssk6,Q925K9,TSSK6,Q9BXA6
ENSG00000178096,ENSMUSG00000015943,Bola1,Q9D8S9,BOLA1,Q9Y3E2
ENSG00000178104,ENSMUSG00000038170,Pde4dip,Q80YT7,PDE4DIP,Q5VU43
ENSG00000178105,ENSMUSG00000053289,Ddx10,Q80Y44,DDX10,Q13206
ENSG00000178115,ENSMUSG00000002546,Golga2,Q921M4,GOLGA8Q,H3BV12
ENSG00000178125,ENSMUSG00000025916,Ppp1r42,Q8R1Z4,PPP1R42,Q7Z4L9
ENSG00000178127,ENSMUSG00000024099,Ndufv2,Q9D6J6,NDUFV2,P19404
ENSG00000178149,ENSMUSG00000019039,Dalrd3,Q6PJN8,DALRD3,Q5D0E6
ENSG00000178171,ENSMUSG00000045174,Amer3,Q6NS69,AMER3,Q8N944
ENSG00000178172,ENSMUSG00000055095,Spink6,Q8BT20,SPINK6,Q6UWN8
ENSG00000178175,ENSMUSG00000050919,Zfp366,Q6NS86,ZNF366,Q8N895
ENSG00000178177,ENSMUSG00000015882,Lcorl,Q3U285,LCORL,Q8N3X6
ENSG00000178184,ENSMUSG00000056214,Pard6g,Q9JK84,PARD6G,Q9BYG4
ENSG00000178188,ENSMUSG00000030733,Sh2b1,Q91ZM2,SH2B1,Q9NRF2
ENSG00000178202,ENSMUSG00000034487,Poglut3,G5E897,POGLUT3,Q7Z4H8
ENSG00000178209,ENSMUSG00000022565,Plec,Q9QXS1,PLEC,Q15149
ENSG00000178217,ENSMUSG00000037833,Sh2d4b,A6X942,SH2D4B,Q5SQS7
ENSG00000178222,ENSMUSG00000055385,Rnf212,F6TQD1,RNF212,Q495C1
ENSG00000178233,ENSMUSG00000096847,Tmem151b,Q68FE7,TMEM151B,Q8IW70
ENSG00000178234,ENSMUSG00000038072,Galnt11,Q921L8,GALNT11,Q8NCW6
ENSG00000178235,ENSMUSG00000075478,Slitrk1,Q810C1,SLITRK1,Q96PX8
ENSG00000178252,ENSMUSG00000066357,Wdr6,Q99ME2,WDR6,Q9NNW5
ENSG00000178257,ENSMUSG00000050058,Prm3,Q62100,PRM3,Q9NNZ6
ENSG00000178279,ENSMUSG00000043050,Tnp2,P11378,TNP2,Q05952
ENSG00000178287,ENSMUSG00000059463,Spag11b,Q3UW43,SPAG11A,Q6PDA7
ENSG00000178287,ENSMUSG00000079842,Spag11a,Q8K4N2,SPAG11A,Q6PDA7
ENSG00000178295,ENSMUSG00000051235,Gen1,Q8BMI4,GEN1,Q17RS7
ENSG00000178301,ENSMUSG00000042797,Aqp11,Q8BHH1,AQP11,Q8NBQ7
ENSG00000178307,ENSMUSG00000043284,Tmem11,Q8BK08,TMEM11,P17152
ENSG00000178338,ENSMUSG00000020335,Zfp354b,Q9QXT9,ZNF354B,Q96LW1
ENSG00000178343,ENSMUSG00000050010,Shisa3,Q3UPR0,SHISA3,A0PJX4
ENSG00000178363,ENSMUSG00000063130,Calml3,Q9D6P8,CALML3,P27482
ENSG00000178372,ENSMUSG00000033765,Calm4,Q9JM83,CALML5,Q9NZT1
ENSG00000178381,ENSMUSG00000053581,Zfand2a,Q9JII7,ZFAND2A,Q8N6M9
ENSG00000178385,ENSMUSG00000051344,Plekhm3,Q8BM47,PLEKHM3,Q6ZWE6
ENSG00000178394,ENSMUSG00000021721,Htr1a,Q64264,HTR1A,P08908
ENSG00000178397,ENSMUSG00000083012,Fam220a,Q3ZN08,FAM220A,Q7Z4H9
ENSG00000178401,ENSMUSG00000038009,Dnajc22,Q8CHS2,DNAJC22,Q8N4W6
ENSG00000178404,ENSMUSG00000076433,Cep295nl,Q497N6,CEP295NL,Q96MC4
ENSG00000178409,ENSMUSG00000038214,Bend3,Q6PAL0,BEND3,Q5T5X7
ENSG00000178425,ENSMUSG00000039480,Nt5dc1,Q8C5P5,NT5DC1,Q5TFE4
ENSG00000178445,ENSMUSG00000024827,Gldc,Q91W43,GLDC,P23378
ENSG00000178449,ENSMUSG00000023020,Cox14,Q8BH51,COX14,Q96I36
ENSG00000178460,ENSMUSG00000046101,Mcmdc2,E9Q956,MCMDC2,Q4G0Z9
ENSG00000178462,ENSMUSG00000021216,Tubal3,Q3UX10,TUBAL3,A6NHL2
ENSG00000178467,ENSMUSG00000006675,P4htm,Q8BG58,P4HTM,Q9NXG6
ENSG00000178473,ENSMUSG00000044988,Ucn3,Q924A4,UCN3,Q969E3
ENSG00000178498,ENSMUSG00000040415,Dtx3,Q80V91,DTX3,Q8N9I9
ENSG00000178502,ENSMUSG00000048732,Klhl11,Q8CE33,KLHL11,Q9NVR0
ENSG00000178522,ENSMUSG00000029288,Ambn,O55189,AMBN,Q9NP70
ENSG00000178531,ENSMUSG00000048644,Ctxn1,Q8K129,CTXN1,P60606
ENSG00000178537,ENSMUSG00000032602,Slc25a20,Q9Z2Z6,SLC25A20,O43772
ENSG00000178538,ENSMUSG00000041261,Car8,P28651,CA8,P35219
ENSG00000178562,ENSMUSG00000026012,Cd28,P31041,CD28,P10747
ENSG00000178567,ENSMUSG00000046785,Epm2aip1,Q8VEH5,EPM2AIP1,Q7L775
ENSG00000178568,ENSMUSG00000062209,Erbb4,Q61527,ERBB4,Q15303
ENSG00000178573,ENSMUSG00000055435,Maf,P54843,MAF,O75444
ENSG00000178585,ENSMUSG00000028988,Ctnnbip1,Q9JJN6,CTNNBIP1,Q9NSA3
ENSG00000178602,ENSMUSG00000044055,Otos,Q8R448,OTOS,Q8NHW6
ENSG00000178607,ENSMUSG00000020715,Ern1,Q9EQY0,ERN1,O75460
ENSG00000178623,ENSMUSG00000026271,Gpr35,Q9ES90,GPR35,Q9HC97
ENSG00000178645,ENSMUSG00000072473,1700024G13Rik,Q3KNL4,C10orf53,Q8N6V4
ENSG00000178662,ENSMUSG00000044647,Csrnp3,P59055,CSRNP3,Q8WYN3
ENSG00000178685,ENSMUSG00000063268,Parp10,Q8CIE4,PARP10,Q53GL7
ENSG00000178691,ENSMUSG00000017548,Suz12,Q80U70,SUZ12,Q15022
ENSG00000178694,ENSMUSG00000050312,Nsun3,Q8CCT7,NSUN3,Q9H649
ENSG00000178700,ENSMUSG00000021707,Dhfr,P00375,DHFR2,Q86XF0
ENSG00000178718,ENSMUSG00000062309,Rpp25,Q91WE3,RPP25,Q9BUL9
ENSG00000178719,ENSMUSG00000022564,Grina,Q9ESF4,GRINA,Q7Z429
ENSG00000178726,ENSMUSG00000074743,Thbd,P15306,THBD,P07204
ENSG00000178741,ENSMUSG00000000088,Cox5a,P12787,COX5A,P20674
ENSG00000178750,ENSMUSG00000047854,Stx19,Q8R1Q0,STX19,Q8N4C7
ENSG00000178752,ENSMUSG00000047443,Erfe,Q6PGN1,ERFE,Q4G0M1
ENSG00000178761,ENSMUSG00000032305,Fam219b,Q14DQ1,FAM219B,Q5XKK7
ENSG00000178764,ENSMUSG00000071757,Zhx2,Q8C0C0,ZHX2,Q9Y6X8
ENSG00000178772,ENSMUSG00000023176,Cpn2,Q9DBB9,CPN2,P22792
ENSG00000178773,ENSMUSG00000034796,Cpne7,Q0VE82,CPNE7,Q9UBL6
ENSG00000178776,ENSMUSG00000071858,Gm94,Q3V2D2,C5orf46,Q6UWT4
ENSG00000178789,ENSMUSG00000063193,Cd300lb,Q3U497,CD300LB,A8K4G0
ENSG00000178795,ENSMUSG00000035582,Gdpd4,Q3TT99,GDPD4,Q6W3E5
ENSG00000178796,ENSMUSG00000028139,Riiad1,Q3KNY5,RIIAD1,A6NNX1
ENSG00000178802,ENSMUSG00000032306,Mpi,Q924M7,MPI,P34949
ENSG00000178804,ENSMUSG00000042279,H1f8,Q8VIK3,H1-8,Q8IZA3
ENSG00000178814,ENSMUSG00000022562,Oplah,Q8K010,OPLAH,O14841
ENSG00000178821,ENSMUSG00000023153,Tmem52,Q9D702,TMEM52,Q8NDY8
ENSG00000178828,ENSMUSG00000070661,Rnf186,Q9D241,RNF186,Q9NXI6
ENSG00000178860,ENSMUSG00000025930,Msc,O88940,MSC,O60682
ENSG00000178882,ENSMUSG00000037962,Rflna,Q7TS73,RFLNA,Q6ZTI6
ENSG00000178896,ENSMUSG00000034259,Exosc4,Q921I9,EXOSC4,Q9NPD3
ENSG00000178904,ENSMUSG00000043671,Dpy19l3,Q71B07,DPY19L3,Q6ZPD9
ENSG00000178913,ENSMUSG00000051316,Taf7,Q9R1C0,TAF7,Q15545
ENSG00000178919,ENSMUSG00000070990,Foxe1,Q8R2I0,FOXE1,O00358
ENSG00000178921,ENSMUSG00000020899,Pfas,Q5SUR0,PFAS,O15067
ENSG00000178927,ENSMUSG00000039294,Cybc1,Q3TYS2,CYBC1,Q9BQA9
ENSG00000178935,ENSMUSG00000000103,Zfy2,P20662,ZNF552,Q9H707
ENSG00000178935,ENSMUSG00000053211,Zfy1,P10925,ZNF552,Q9H707
ENSG00000178951,ENSMUSG00000035011,Zbtb7a,O88939,ZBTB7A,O95365
ENSG00000178952,ENSMUSG00000073838,Tufm,Q8BFR5,TUFM,P49411
ENSG00000178965,ENSMUSG00000078161,Erich3,F6QRE9,ERICH3,Q5RHP9
ENSG00000178966,ENSMUSG00000035367,Rmi1,Q9D4G9,RMI1,Q9H9A7
ENSG00000178971,ENSMUSG00000020898,Ctc1,Q5SUQ9,CTC1,Q2NKJ3
ENSG00000178974,ENSMUSG00000037536,Fbxo34,Q80XI1,FBXO34,Q9NWN3
ENSG00000178980,ENSMUSG00000041571,Selenow,P63300,SELENOW,P63302
ENSG00000178982,ENSMUSG00000053565,Eif3k,Q9DBZ5,EIF3K,Q9UBQ5
ENSG00000178988,ENSMUSG00000055302,Mrfap1,Q9CQL7,MRFAP1L1,Q96HT8
ENSG00000178997,ENSMUSG00000048647,Exd1,Q8CDF7,EXD1,Q8NHP7
ENSG00000178999,ENSMUSG00000020897,Aurkb,O70126,AURKB,Q96GD4
ENSG00000179002,ENSMUSG00000028738,Tas1r2,Q925I4,TAS1R2,Q8TE23
ENSG00000179008,ENSMUSG00000021098,4930447C04Rik,Q9CTN5,C14orf39,Q8N1H7
ENSG00000179010,ENSMUSG00000055302,Mrfap1,Q9CQL7,MRFAP1,Q9Y605
ENSG00000179021,ENSMUSG00000059920,4930453N24Rik,Q3TTL0,C3orf38,Q5JPI3
ENSG00000179023,ENSMUSG00000078234,Klhdc7a,A2APT9,KLHDC7A,Q5VTJ3
ENSG00000179029,ENSMUSG00000020895,Tmem107,Q9CPV0,TMEM107,Q6UX40
ENSG00000179041,ENSMUSG00000061024,Rrs1,Q9CYH6,RRS1,Q15050
ENSG00000179044,ENSMUSG00000043251,Exoc3l,Q8BI71,EXOC3L1,Q86VI1
ENSG00000179051,ENSMUSG00000040945,Rcc2,Q8BK67,RCC2,Q9P258
ENSG00000179071,ENSMUSG00000044362,Ccdc89,Q9DA73,CCDC89,Q8N998
ENSG00000179085,ENSMUSG00000042737,Dpm3,Q9D1Q4,DPM3,Q9P2X0
ENSG00000179091,ENSMUSG00000022551,Cyc1,Q9D0M3,CYC1,P08574
ENSG00000179094,ENSMUSG00000020893,Per1,O35973,PER1,O15534
ENSG00000179097,ENSMUSG00000050783,Htr1f,Q02284,HTR1F,P30939
ENSG00000179104,ENSMUSG00000036019,Tmtc2,Q56A06,TMTC2,Q8N394
ENSG00000179111,ENSMUSG00000023781,Hes7,Q8BKT2,HES7,Q9BYE0
ENSG00000179115,ENSMUSG00000003808,Farsa,Q8C0C7,FARSA,Q9Y285
ENSG00000179119,ENSMUSG00000049516,Spty2d1,Q68FG3,SPTY2D1,Q68D10
ENSG00000179148,ENSMUSG00000020892,Aloxe3,Q9WV07,ALOXE3,Q9BYJ1
ENSG00000179151,ENSMUSG00000038957,Edc3,Q8K2D3,EDC3,Q96F86
ENSG00000179163,ENSMUSG00000028673,Fuca1,Q99LJ1,FUCA1,P04066
ENSG00000179165,ENSMUSG00000045378,Pxt1,Q8K459,PXT1,Q8NFP0
ENSG00000179168,ENSMUSG00000031493,Ggn,Q80WJ1,GGN,Q86UU5
ENSG00000179172,ENSMUSG00000060373,Hnrnpc,Q9Z204,HNRNPCL1,O60812
ENSG00000179178,ENSMUSG00000050854,Tmem125,Q8CHQ6,TMEM125,Q96AQ2
ENSG00000179218,ENSMUSG00000003814,Calr,P14211,CALR,P27797
ENSG00000179222,ENSMUSG00000025151,Maged1,Q9QYH6,MAGED1,Q9Y5V3
ENSG00000179241,ENSMUSG00000048058,Ldlrad3,A2AR95,LDLRAD3,Q86YD5
ENSG00000179242,ENSMUSG00000000305,Cdh4,P39038,CDH4,P55283
ENSG00000179256,ENSMUSG00000043298,Smco3,Q8BQM7,SMCO3,A2RU48
ENSG00000179262,ENSMUSG00000003813,Rad23a,P54726,RAD23A,P54725
ENSG00000179270,ENSMUSG00000044375,Pcare,Q6PAC4,PCARE,A6NGG8
ENSG00000179271,ENSMUSG00000033751,Gadd45gip1,Q9CR59,GADD45GIP1,Q8TAE8
ENSG00000179284,ENSMUSG00000053226,Dand5,Q76LW6,DAND5,Q8N907
ENSG00000179292,ENSMUSG00000061451,Tmem151a,Q6GQT5,TMEM151A,Q8N4L1
ENSG00000179295,ENSMUSG00000043733,Ptpn11,P35235,PTPN11,Q06124
ENSG00000179299,ENSMUSG00000029206,Nsun7,Q14AW5,NSUN7,Q8NE18
ENSG00000179300,ENSMUSG00000047686,Rtl3,Q6P1Y1,RTL3,Q8N8U3
ENSG00000179314,ENSMUSG00000020811,Wscd1,Q80XH4,WSCD1,Q658N2
ENSG00000179331,ENSMUSG00000055069,Rab39,Q8BHD0,RAB39A,Q14964
ENSG00000179348,ENSMUSG00000015053,Gata2,O09100,GATA2,P23769
ENSG00000179361,ENSMUSG00000004661,Arid3b,Q9Z1N7,ARID3B,Q8IVW6
ENSG00000179364,ENSMUSG00000021143,Pacs2,Q3V3Q7,PACS2,Q86VP3
ENSG00000179387,ENSMUSG00000035151,Elmod2,Q8BGF6,ELMOD2,Q8IZ81
ENSG00000179388,ENSMUSG00000033730,Egr3,P43300,EGR3,Q06889
ENSG00000179397,ENSMUSG00000091476,Catspere2,A0A0A6YXX9,CATSPERE,Q5SY80
ENSG00000179399,ENSMUSG00000022112,Gpc5,Q8CAL5,GPC5,P78333
ENSG00000179403,ENSMUSG00000042116,Vwa1,Q8R2Z5,VWA1,Q6PCB0
ENSG00000179407,ENSMUSG00000048206,Dnajb8,Q9QYI7,DNAJB8,Q8NHS0
ENSG00000179412,ENSMUSG00000060373,Hnrnpc,Q9Z204,HNRNPCL4,P0DMR1
ENSG00000179431,ENSMUSG00000075012,Fjx1,Q8BQB4,FJX1,Q86VR8
ENSG00000179454,ENSMUSG00000020948,Klhl28,Q9CR40,KLHL28,Q9NXS3
ENSG00000179455,ENSMUSG00000070527,Mkrn3,Q60764,MKRN3,Q13064
ENSG00000179456,ENSMUSG00000063659,Zbtb18,Q9WUK6,ZBTB18,Q99592
ENSG00000179476,ENSMUSG00000047227,Gm527,Q4KL13,C14orf28,Q4W4Y0
ENSG00000179477,ENSMUSG00000032807,Alox12b,O70582,ALOX12B,O75342
ENSG00000179520,ENSMUSG00000019935,Slc17a8,Q8BFU8,SLC17A8,Q8NDX2
ENSG00000179526,ENSMUSG00000022552,Sharpin,Q91WA6,SHARPIN,Q9H0F6
ENSG00000179528,ENSMUSG00000034968,Lbx2,Q9WUN8,LBX2,Q6XYB7
ENSG00000179542,ENSMUSG00000046699,Slitrk4,Q810B8,SLITRK4,Q8IW52
ENSG00000179562,ENSMUSG00000029708,Gcc1,Q9D4H2,GCC1,Q96CN9
ENSG00000179580,ENSMUSG00000008482,Rnf151,Q9CQ29,RNF151,Q2KHN1
ENSG00000179583,ENSMUSG00000022504,Ciita,P79621,CIITA,P33076
ENSG00000179588,ENSMUSG00000049577,Zfpm1,O35615,ZFPM1,Q8IX07
ENSG00000179593,ENSMUSG00000020891,Alox8,O35936,ALOX15B,O15296
ENSG00000179598,ENSMUSG00000043648,Pld6,Q5SWZ9,PLD6,Q8N2A8
ENSG00000179600,ENSMUSG00000048982,Gphb5,Q812B2,GPHB5,Q86YW7
ENSG00000179603,ENSMUSG00000024211,Grm8,P47743,GRM8,O00222
ENSG00000179604,ENSMUSG00000041598,Cdc42ep4,Q9JM96,CDC42EP4,Q9H3Q1
ENSG00000179627,ENSMUSG00000037638,Zbtb42,Q811H0,ZBTB42,B2RXF5
ENSG00000179630,ENSMUSG00000044350,Lacc1,Q8BZT9,LACC1,Q8IV20
ENSG00000179632,ENSMUSG00000022553,Maf1,Q9D0U6,MAF1,Q9H063
ENSG00000179636,ENSMUSG00000008813,Tppp2,Q0P5Y3,TPPP2,P59282
ENSG00000179639,ENSMUSG00000005339,Fcer1a,P20489,FCER1A,P12319
ENSG00000179673,ENSMUSG00000046215,Rprml,Q3URD2,RPRML,Q8N4K4
ENSG00000179715,ENSMUSG00000044250,Pced1b,Q8BGX1,PCED1B,Q96HM7
ENSG00000179751,ENSMUSG00000084174,Sycn,Q8VCK7,SYCN,Q0VAF6
ENSG00000179761,ENSMUSG00000017453,Pipox,Q9D826,PIPOX,Q9P0Z9
ENSG00000179772,ENSMUSG00000074676,Foxs1,Q61574,FOXS1,O43638
ENSG00000179774,ENSMUSG00000036816,Atoh7,Q9Z2E5,ATOH7,Q8N100
ENSG00000179776,ENSMUSG00000031871,Cdh5,P55284,CDH5,P33151
ENSG00000179796,ENSMUSG00000045201,Lrrc3b,Q8VCH9,LRRC3B,Q96PB8
ENSG00000179813,ENSMUSG00000045655,Fam216b,Q8CC14,FAM216B,Q8N7L0
ENSG00000179817,ENSMUSG00000050425,Mrgprb2,Q3KNA1,MRGPRX4,Q96LA9
ENSG00000179817,ENSMUSG00000050870,Mrgprb8,Q7TN51,MRGPRX4,Q96LA9
ENSG00000179817,ENSMUSG00000067173,Mrgpra4,Q91WW2,MRGPRX4,Q96LA9
ENSG00000179817,ENSMUSG00000070546,Mrgprb3,Q91ZC1,MRGPRX4,Q96LA9
ENSG00000179817,ENSMUSG00000070547,Mrgprb1,Q3UG61,MRGPRX4,Q96LA9
ENSG00000179817,ENSMUSG00000070550,Mrgprb4,Q91ZC0,MRGPRX4,Q96LA9
ENSG00000179817,ENSMUSG00000070551,Mrgprb5,Q91ZB9,MRGPRX4,Q96LA9
ENSG00000179817,ENSMUSG00000070552,Mrgprx1,Q8CIP3,MRGPRX4,Q96LA9
ENSG00000179817,ENSMUSG00000074109,Mrgprx2,Q3UG50,MRGPRX4,Q96LA9
ENSG00000179820,ENSMUSG00000068566,Myadm,O35682,MYADM,Q96S97
ENSG00000179826,ENSMUSG00000050425,Mrgprb2,Q3KNA1,MRGPRX3,Q96LB0
ENSG00000179826,ENSMUSG00000050870,Mrgprb8,Q7TN51,MRGPRX3,Q96LB0
ENSG00000179826,ENSMUSG00000067173,Mrgpra4,Q91WW2,MRGPRX3,Q96LB0
ENSG00000179826,ENSMUSG00000070546,Mrgprb3,Q91ZC1,MRGPRX3,Q96LB0
ENSG00000179826,ENSMUSG00000070547,Mrgprb1,Q3UG61,MRGPRX3,Q96LB0
ENSG00000179826,ENSMUSG00000070550,Mrgprb4,Q91ZC0,MRGPRX3,Q96LB0
ENSG00000179826,ENSMUSG00000070551,Mrgprb5,Q91ZB9,MRGPRX3,Q96LB0
ENSG00000179826,ENSMUSG00000070552,Mrgprx1,Q8CIP3,MRGPRX3,Q96LB0
ENSG00000179826,ENSMUSG00000074109,Mrgprx2,Q3UG50,MRGPRX3,Q96LB0
ENSG00000179833,ENSMUSG00000049800,Sertad2,Q9JJG5,SERTAD2,Q14140
ENSG00000179841,ENSMUSG00000021057,Akap5,D3YVF0,AKAP5,P24588
ENSG00000179855,ENSMUSG00000034872,Gipc3,Q8R5M0,GIPC3,Q8TF64
ENSG00000179859,ENSMUSG00000043419,Rnf227,Q9DCB3,RNF227,A6NIN4
ENSG00000179862,ENSMUSG00000070803,Cited4,Q9WUL8,CITED4,Q96RK1
ENSG00000179869,ENSMUSG00000004668,Abca13,Q5SSE9,ABCA13,Q86UQ4
ENSG00000179886,ENSMUSG00000103906,Tigd5,Q499M4,TIGD5,Q53EQ6
ENSG00000179889,ENSMUSG00000022680,Pdxdc1,Q99K01,PDXDC1,Q6P996
ENSG00000179902,ENSMUSG00000027886,Cfap276,Q9DAD0,CFAP276,Q5T5A4
ENSG00000179909,ENSMUSG00000000103,Zfy2,P20662,ZNF154,Q13106
ENSG00000179909,ENSMUSG00000053211,Zfy1,P10925,ZNF154,Q13106
ENSG00000179912,ENSMUSG00000025404,R3hdm2,Q80TM6,R3HDM2,Q9Y2K5
ENSG00000179913,ENSMUSG00000031803,B3gnt3,Q5JCS9,B3GNT3,Q9Y2A9
ENSG00000179914,ENSMUSG00000038209,Itln1,O88310,ITLN1,Q8WWA0
ENSG00000179915,ENSMUSG00000024109,Nrxn1,Q9CS84,NRXN1,Q9ULB1
ENSG00000179915,ENSMUSG00000024109,Nrxn1,Q9CS84,NRXN1,P58400
ENSG00000179915,ENSMUSG00000024109,Nrxn1,P0DI97,NRXN1,Q9ULB1
ENSG00000179915,ENSMUSG00000024109,Nrxn1,P0DI97,NRXN1,P58400
ENSG00000179918,ENSMUSG00000049091,Sephs2,P97364,SEPHS2,Q99611
ENSG00000179921,ENSMUSG00000064272,Gpbar1,Q80SS6,GPBAR1,Q8TDU6
ENSG00000179922,ENSMUSG00000043290,Zfp784,Q8BI69,ZNF784,Q8NCA9
ENSG00000179933,ENSMUSG00000040822,1700123O20Rik,Q9JJ93,C14orf119,Q9NWQ9
ENSG00000179934,ENSMUSG00000042262,Ccr8,P56484,CCR8,P51685
ENSG00000179938,ENSMUSG00000002546,Golga2,Q921M4,GOLGA8J,A6NMD2
ENSG00000179941,ENSMUSG00000035759,Bbs10,Q9DBI2,BBS10,Q8TAM1
ENSG00000179943,ENSMUSG00000061374,Fiz1,Q9WTJ4,FIZ1,Q96SL8
ENSG00000179950,ENSMUSG00000002524,Puf60,Q3UEB3,PUF60,Q9UHX1
ENSG00000179954,ENSMUSG00000035279,Ssc5d,Q8BV57,SSC5D,A1L4H1
ENSG00000179958,ENSMUSG00000042462,Dctpp1,Q9QY93,DCTPP1,Q9H773
ENSG00000179965,ENSMUSG00000054716,Zfp771,Q8BJ90,ZNF771,Q7L3S4
ENSG00000179981,ENSMUSG00000046982,Tshz1,Q5DTH5,TSHZ1,Q6ZSZ6
ENSG00000179988,ENSMUSG00000063179,Pstk,Q8BP74,PSTK,Q8IV42
ENSG00000180008,ENSMUSG00000048379,Socs4,Q91ZA6,SOCS4,Q8WXH5
ENSG00000180011,ENSMUSG00000049090,Ptgr3,Q8BGC4,PTGR3,Q8N4Q0
ENSG00000180035,ENSMUSG00000045598,Zfp553,Q3US17,ZNF48,Q96MX3
ENSG00000180044,ENSMUSG00000046999,1110032F04Rik,E9Q0B3,C3orf80,F5H4A9
ENSG00000180053,ENSMUSG00000044186,Nkx2-6,P43688,NKX2-6,A6NCS4
ENSG00000180061,ENSMUSG00000046456,Tmem150b,Q8R218,TMEM150B,A6NC51
ENSG00000180083,ENSMUSG00000078940,Wfdc11,A2A5H7,WFDC11,Q8NEX6
ENSG00000180089,ENSMUSG00000045282,Tmem86b,Q497J1,TMEM86B,Q8N661
ENSG00000180096,ENSMUSG00000000486,Septin1,P42209,SEPTIN1,Q8WYJ6
ENSG00000180098,ENSMUSG00000028898,Trnau1ap,Q80VC6,TRNAU1AP,Q9NX07
ENSG00000180104,ENSMUSG00000034152,Exoc3,Q6KAR6,EXOC3,O60645
ENSG00000180155,ENSMUSG00000022594,Lynx1,P0DP60,LYNX1,P0DP58
ENSG00000180176,ENSMUSG00000000214,Th,P24529,TH,P07101
ENSG00000180182,ENSMUSG00000064127,Med14,A2ABV5,MED14,O60244
ENSG00000180185,ENSMUSG00000045316,Fahd1,Q8R0F8,FAHD1,Q6P587
ENSG00000180190,ENSMUSG00000050052,Tdrp,Q8C5P7,TDRP,Q86YL5
ENSG00000180198,ENSMUSG00000028896,Rcc1,Q8VE37,RCC1,P18754
ENSG00000180205,ENSMUSG00000074594,Wfdc9,Q3UW41,WFDC9,Q8NEX5
ENSG00000180209,ENSMUSG00000030672,Mylpf,P97457,MYL11,Q96A32
ENSG00000180210,ENSMUSG00000027249,F2,P19221,F2,P00734
ENSG00000180228,ENSMUSG00000002731,Prkra,Q9WTX2,PRKRA,O75569
ENSG00000180233,ENSMUSG00000058446,Znrf2,Q71FD5,ZNRF2,Q8NHG8
ENSG00000180245,ENSMUSG00000028012,Rrh,O35214,RRH,O14718
ENSG00000180251,ENSMUSG00000026065,Slc9a4,Q8BUE1,SLC9A4,Q6AI14
ENSG00000180263,ENSMUSG00000020021,Fgd6,Q69ZL1,FGD6,Q6ZV73
ENSG00000180269,ENSMUSG00000066197,Gpr139,Q80UC8,GPR139,Q6DWJ6
ENSG00000180287,ENSMUSG00000055214,Pld5,Q3UNN8,PLD5,Q8N7P1
ENSG00000180304,ENSMUSG00000040652,Oaz2,O08608,OAZ2,O95190
ENSG00000180316,ENSMUSG00000043286,Pnpla1,Q3V1D5,PNPLA1,Q8N8W4
ENSG00000180318,ENSMUSG00000036602,Alx1,Q8C8B0,ALX1,Q15699
ENSG00000180329,ENSMUSG00000020925,Ccdc43,Q9CR29,CCDC43,Q96MW1
ENSG00000180332,ENSMUSG00000046523,Kctd4,Q9D7X1,KCTD4,Q8WVF5
ENSG00000180336,ENSMUSG00000051455,Meioc,A2AG06,MEIOC,A2RUB1
ENSG00000180340,ENSMUSG00000050288,Fzd2,Q9JIP6,FZD2,Q14332
ENSG00000180346,ENSMUSG00000049232,Tigd2,Q0VBL1,TIGD2,Q4W5G0
ENSG00000180347,ENSMUSG00000037973,Itprid1,Q14B48,ITPRID1,Q6ZRS4
ENSG00000180353,ENSMUSG00000022831,Hcls1,P49710,HCLS1,P14317
ENSG00000180354,ENSMUSG00000038065,Mturn,Q8CGA4,MTURN,Q8N3F0
ENSG00000180357,ENSMUSG00000040524,Zfp609,Q8BZ47,ZNF609,O15014
ENSG00000180370,ENSMUSG00000022781,Pak2,Q8CIN4,PAK2,Q13177
ENSG00000180376,ENSMUSG00000046753,Ccdc66,Q6NS45,CCDC66,A2RUB6
